-0.1204295,-0.120816,1f0a4,1f0a5,1f0db,1f0d9,1f0be,1f0a1,1f0d4,1f0da,1f0cb,1f0b4,1f0ce
-0.7223515,-0.7220675,1f0c1,1f0b6,1f0cd,1f0c2,1f0a3,1f0c6,1f0cb,1f0d9,1f0ca,1f0b4,1f0aa
-0.5029985,-0.5034975,1f0d6,1f0d9,1f0ab,1f0c2,1f0b5,1f0a1,1f0a3,1f0d3,1f0ce,1f0b6,1f0c8
-0.926912,-0.9264965,1f0de,1f0a2,1f0c6,1f0c7,1f0cd,1f0b1,1f0a3,1f0c4,1f0ce,1f0b3,1f0b4
-0.585212,-0.5859735,1f0bb,1f0a1,1f0ce,1f0a2,1f0a7,1f0da,1f0be,1f0cb,1f0bd,1f0c4,1f0de
1.5,1.5,1f0c5,1f0d1,1f0da,1f0a9,1f0cd,1f0b8,1f0ae,1f0a2,1f0c6,1f0c1,1f0ab
-0.5966825,-0.5963475,1f0a8,1f0a5,1f0b9,1f0ba,1f0bb,1f0a1,1f0d4,1f0b2,1f0da,1f0a4,1f0d7
-0.8887305,-0.889002,1f0c8,1f0bb,1f0be,1f0d9,1f0aa,1f0c7,1f0ab,1f0d8,1f0b9,1f0d2,1f0dd
-0.896326,-0.8963375,1f0c6,1f0a2,1f0dd,1f0bb,1f0ce,1f0b9,1f0de,1f0a5,1f0cd,1f0d2,1f0d4
0.8964835,0.8962825,1f0d9,1f0c8,1f0a9,1f0c1,1f0ba,1f0a8,1f0ca,1f0b1,1f0c2,1f0b3,1f0d8
-0.930719,-0.9303855,1f0a1,1f0aa,1f0ca,1f0ba,1f0da,1f0cb,1f0db,1f0ab,1f0bb,1f0a2,1f0de
-0.5608165,-0.560545,1f0cb,1f0ab,1f0ae,1f0c7,1f0a9,1f0c3,1f0c9,1f0b1,1f0c1,1f0c6,1f0b8
-0.2822335,-0.2812665,1f0b1,1f0d5,1f0a9,1f0a4,1f0b6,1f0da,1f0ad,1f0c3,1f0ab,1f0d8,1f0aa
0.0730485,0.0731615,1f0c9,1f0b6,1f0da,1f0b5,1f0c6,1f0b2,1f0cb,1f0c3,1f0ae,1f0d8,1f0ab
0.8733035,0.873949,1f0c5,1f0b1,1f0ae,1f0d5,1f0aa,1f0a7,1f0ce,1f0b7,1f0de,1f0cb,1f0cd
-0.517239,-0.517435,1f0a9,1f0b6,1f0be,1f0d8,1f0aa,1f0ca,1f0bb,1f0a8,1f0da,1f0b4,1f0cd
0.900286,0.9001415,1f0c8,1f0a2,1f0b6,1f0c7,1f0ce,1f0c5,1f0ca,1f0b9,1f0d9,1f0bb,1f0cb
-0.278729,-0.2790705,1f0a1,1f0c4,1f0d5,1f0c6,1f0d8,1f0c3,1f0ba,1f0b7,1f0c8,1f0a8,1f0ca
-0.2194615,-0.221277,1f0d6,1f0b9,1f0ca,1f0b3,1f0ba,1f0a3,1f0d3,1f0a5,1f0da,1f0a4,1f0c5
0.252594,0.254059,1f0b1,1f0b4,1f0da,1f0a7,1f0db,1f0d4,1f0aa,1f0c5,1f0d9,1f0ba,1f0ae
0.957816,0.9577245,1f0c6,1f0a7,1f0bb,1f0b3,1f0dd,1f0c3,1f0d7,1f0d6,1f0ba,1f0a1,1f0d5
0.1947555,0.195804,1f0bd,1f0c1,1f0d3,1f0b1,1f0ca,1f0d6,1f0c8,1f0b2,1f0c4,1f0a9,1f0ce
0.306723,0.306861,1f0d3,1f0ae,1f0ce,1f0db,1f0dd,1f0d1,1f0c2,1f0ba,1f0da,1f0b6,1f0ab
0.682631,0.6828485,1f0ad,1f0d1,1f0b7,1f0b1,1f0db,1f0c1,1f0bd,1f0b3,1f0a6,1f0aa,1f0ca
0.913888,0.9139095,1f0c7,1f0ba,1f0da,1f0aa,1f0ca,1f0ab,1f0bb,1f0cb,1f0db,1f0be,1f0de
0.8526725,0.8519065,1f0b4,1f0b3,1f0a6,1f0d2,1f0dd,1f0c6,1f0ab,1f0c2,1f0b8,1f0ca,1f0cd
0.2272155,0.2264165,1f0c2,1f0a2,1f0a8,1f0d4,1f0b7,1f0a1,1f0c8,1f0a5,1f0c6,1f0c4,1f0c7
